ID	Value
HED10531	[[भारत\N_NNP सरकार\N_NN ने\PSP]]_NP [[इस\DM_DMD प्रसिद्ध\JJ अर्थशास्त्री\N_NN को\PSP]]_NP [[अपने\PR_PRF सर्वोच्च\JJ सम्मान\N_NN ‘\RD_PUNC भारत\N_NNP रत्न\N_NNP ’\RD_PUNC से\PSP]]_NP [[सम्मानित\JJ]]_NP [[किया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10532	[[वाजपेयी\N_NNP जवाहरलाल\N_NNP नेहरू\N_NNP के\PSP बाद\N_NST]]_NP [[इस\DM_DMD पद\N_NN पर\PSP]]_NP [[तीन\QT_QTC बार\N_NN]]_NP [[निर्वाचित\N_NN]]_NP [[होने\V_VM वाले\V_VAUX]]_VGNF [[पहले\N_NST]]_NP [[प्रधानमंत्री\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10533	[[1999\QT_QTC में\PSP]]_NP [[हुए\V_VM]]_VGF [[अगले\N_NST]]_NP [[आम\JJ चुनावों\N_NN तक\PSP]]_NP [[वायपेयी\N_NNP कामचलाऊ\JJ प्रधानमंत्री\N_NN के\PSP रूप\PSP में\PSP]]_NP [[कार्य\N_NN]]_NP [[करते\V_VM रहे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10534	[[एक\QT_QTC ऐसे\DM_DMD]]_NP [[मंजे\V_VM हुए\V_VAUX]]_VGF [[सांसद\N_NN ,\RD_PUNC]]_NP [[जिनका\PR_PRL कार्यकाल\N_NN]]_NP [[पांच\QT_QTC दशकों\N_NN तक\PSP]]_NP [[विस्तृत\JJ]]_JJP [[है\V_VM ,\RD_PUNC]]_VGF [[वाजपेयी\N_NNP संसद\N_NN के\PSP]]_NP [[निचले\JJ सदन\N_NN ,\RD_PUNC]]_NP [[लोकसभा\N_NNP के\PSP लिये\PSP]]_NP [[आठ\QT_QTC बार\N_NN तथा\CC_CCD राज्यसभा\N_NNP के\PSP लिये\PSP]]_NP [[दो\QT_QTC बार\N_NN]]_NP [[चुने\V_VM गये\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10535	[[लोकसभा\N_NN के\PSP लिये\PSP]]_NP [[वह\PR_PRP]]_NP [[1957\QT_QTC में\PSP]]_NP [[भारतीय\JJ जनसंघ\N_NNP (\RD_SYM बीजे‍एस\N_NNP )\RD_SYM के\PSP]]_NP [[सदस्य\N_NN के\PSP रूप\PSP में\PSP]]_NP [[निर्वाचित\N_NN]]_NP [[हुए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10536	[[इंदिरा\N_NNP गांधी\N_NNP के\PSP]]_NP [[प्रधानमंत्री\N_NN काल\N_NN में\PSP]]_NP [[घोषित\JJ आपातकाल\N_NN (\RD_SYM]]_NP [[1975\QT_QTC -\RD_PUNC 77के\QT_QTO )\RD_SYM दौरान\N_NST]]_NP [[उन्हें\PR_PRP]]_NP [[हजारों\QT_QTF विपक्षी\JJ नेताओं\N_NN के\PSP साथ\PSP]]_NP [[बंदी\N_NN]]_NP [[बनाकर\V_VM]]_VGF [[कारागार\N_NN में\PSP]]_NP [[रखा\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10537	[[वह\DM_DMD]]_NP [[1980\QT_QTC में\PSP]]_NP [[भाजपा\N_NNP की\PSP]]_NP [[स्थापना\N_NN में\PSP]]_NP [[सहायक\JJ सिद्ध\JJ]]_NP [[हुए\V_VM ,\RD_PUNC]]_VGF [[किंतु\CC_CCD]]_CCP [[उनके\PR_PRP नरम\JJ रवैये\N_NN पर\PSP]]_NP [[कट्टरपंथी\N_NN]]_NP [[हावी\JJ]]_JJP [[हो\V_VM गए\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10538	[[वाजपेयी\N_NNP]]_NP [[उन\DM_DMD चंद\QT_QTF हिंदू\JJ नेताओं\N_NN में\PSP से\PSP]]_NP [[हैं\V_VM ,\RD_PUNC]]_VGF [[जिन्होंने\PR_PRL]]_NP [[1992\QT_QTC में\PSP]]_NP [[अयोध्या\N_NNP स्थित\JJ]]_NP [[ऐतिहासिक\JJ बाबरी\N_NNP मस्जिद\N_NNP के\PSP]]_NP [[विध्वंस\N_NN की\PSP]]_NP [[निंदा\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10539	[[उन्होंने\PR_PRP मई\N_NNP]]_NP [[1996\QT_QTC में\PSP]]_NP [[प्रधानमंत्री\N_NN के\PSP रूप\PSP में\PSP]]_NP [[शपथ\N_NN]]_NP [[ली\V_VM ,\RD_PUNC]]_VGF [[किंतु\CC_CCD]]_CCP [[अन्य\DM_DMI दलों\N_NN का\PSP]]_NP [[समर्थन\N_NN]]_NP [[न\RP_NEG जुटा\V_VM पाने\V_VAUX के\PSP कारण\PSP]]_VGINF [[मात्र\QT_QTF 13\QT_QTC दिन\N_NN]]_NP [[इस\DM_DMD पद\N_NN पर\PSP]]_NP [[रहे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10540	[[1998\QT_QTC में\PSP]]_NP [[हुए\V_VM]]_VGF [[संसदीय\JJ चुनावों\N_NN के\PSP बाद\N_NST]]_NP [[भाजपा\N_NNP ने\PSP]]_NP [[उनके\PR_PRP नेतृत्व\N_NN में\PSP]]_NP [[अन्य\DM_DMI क्षेत्रीय\JJ दलों\N_NN के\PSP साथ\PSP]]_NP [[मिलकर\V_VM]]_VGF [[सरकार\N_NN]]_NP [[बनाई\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10541	[[इसी\DM_DMD दौरान\N_NST]]_NP [[मई\N_NNP]]_NP [[1998\QT_QTC में\PSP]]_NP [[पोखरण\N_NNP के\PSP]]_NP [[द्वितीय\QT_QTO परमाणु\N_NN]]_NP [[परीक्षण\N_NN के\PSP बाद\N_NST]]_NP [[भारत\N_NNP को\PSP]]_NP [[एक\QT_QTC परमाणु\N_NN शक्ति\N_NN]]_NP [[घोषित\N_NN]]_NP [[किया\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10542	[[विश्वव्यापी\JJ निंदा\N_NN तथा\CC_CCD पश्चिमी\JJ देशों\N_NN द्वारा\PSP]]_NP [[लगाए\V_VM गये\V_VAUX]]_VGF [[आर्थिक\JJ प्रतिबंधों\N_NN के\PSP बावजूद\PSP]]_NP [[वाजपेयी\N_NNP ने\PSP]]_NP [[अपने\PR_PRF तीखे\JJ तेवर\N_NN]]_NP [[बरकरार\JJ]]_NP [[रखते\V_VM हुए\V_VAUX]]_VGNF [[घोषित\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10543	[[बहुमुखी\JJ व्यक्तित्व\N_NN वाले\PSP]]_NP [[वाजपेयी\N_NNP राजनीतिज्ञ\N_NN के\PSP अलावा\PSP]]_NP [[एक\QT_QTC साहित्यकार\N_NN और\CC_CCD अनेक\QT_QTF पुस्तकों\N_NN के\PSP]]_NP [[लेखक\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10544	[[विदेश\JJ मंत्री\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[दिए\V_VM गये\V_VAUX]]_VGF [[उनके\PR_PRP भाषण\N_NN]]_NP [[विदेश\JJ नीति\N_NN के\PSP]]_NP [[नए\N_NNP आयाम\N_NNP शीर्षक\N_NN से\PSP]]_NP [[संकलित\N_NN]]_NP [[किये\V_VM गए\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10545	[[एक\QT_QTC कवि\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[सुविख्यात\JJ वाजपेयी\N_NNP ने\PSP]]_NP [[मेरी\PR_PRP]]_NP [[51\QT_QTC कविताएँ\N_NN सहित\PSP]]_NP [[कविता\N_NN की\PSP भी\RP_RPD]]_NP [[कई\QT_QTF पुस्तकें\N_NN]]_NP [[प्रकाशित\N_NN की\PSP]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10546	[[एक\QT_QTC अध्यापक\N_NN के\PSP]]_NP [[पुत्र\N_NNP वाजपेयी\N_NNP की\PSP]]_NP [[शिक्षा\N_NN -\RD_PUNC दीक्षा\N_NN ग्वालियर\N_NNP और\CC_CCD कानपुर\N_NNP में\PSP]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10547	[[यद्यपि\CC_CCS]]_CCP [[प्रारंभ\N_NN में\PSP]]_NP [[वह\DM_DMD]]_NP [[साम्यवाद\N_NN के\PSP प्रति\PSP]]_NP [[आकर्षित\JJ]]_NP [[हुए\V_VM थे\V_VAUX ,\RD_PUNC]]_VGF [[तथापि\CC_CCD जब\CC_CCS]]_CCP [[साम्यवादियों\N_NN ने\PSP]]_NP [[1940\QT_QTC के\PSP]]_NP [[दशक\QT_QTC में\PSP]]_NP [[पाकिस्तान\N_NNP के\PSP]]_NP [[निर्माण\N_NN का\PSP]]_NP [[समर्थन\N_NN]]_NP [[किया\V_VM ,\RD_PUNC]]_VGF [[तो\RP_RPD]]_CCP [[उनका\PR_PRP]]_NP [[उससे\DM_DMD मोहभंग\N_NN]]_NP [[हो\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10548	[[जलवायु\N_NN परिवर्तन\N_NN से\PSP]]_NP [[पृथ्वी\N_NN को\PSP]]_NP [[बचाने\N_NN के\PSP]]_NP [[संदेश\N_NN के\PSP साथ\PSP]]_NP [[अंटार्कटिक\N_NNP की\PSP]]_NP [[यात्रा\N_NN के\PSP लिये\PSP]]_NP [[निकले\V_VM]]_VGF [[भारतीय\JJ नौजवानों\N_NN के\PSP]]_NP [[एक\QT_QTC दल\N_NN ने\PSP]]_NP [[बर्फ\N_NN से\PSP]]_NP [[ढके\N_NN ‘\RD_PUNC श्वेत\JJ महाद्वीप\N_NNP ’\RD_PUNC पर\PSP]]_NP [[तिरंगा\N_NN]]_NP [[लहराया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10549	[[ये\DM_DMD नौजवान\N_NN]]_NP [[एक\QT_QTC वैश्विक\JJ अभियान\N_NN आइएई\N_NNP]]_NP [[2013\QT_QTC का\PSP]]_NP [[हिस्सा\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10550	[[इन्होंने\PR_PRP वहाँ\N_NST ‘\RD_PUNC]]_NP [[जेंटू\N_NNP पेंग्विन\N_NNP ’\RD_PUNC और\CC_CCD ‘\RD_PUNC लेपर्ड\N_NNP सील\N_NNP ’\RD_PUNC के\PSP साथ\PSP]]_NP [[खेल\N_NN भी\RP_RPD]]_NP [[खेले\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10551	[[समूह\N_NN की\PSP]]_NP [[सदस्य\N_NN]]_NP [[सोनल\N_NNP असगोत्रा\N_NNP ने\PSP]]_NP [[बताया\V_VM]]_VGF [[कि\CC_CCS]]_CCP [[यह\DM_DMD जगह\N_NN]]_NP [[किसी\DM_DMI परीकथा\N_NN की\PSP तरह\N_NN]]_NP [[नजर\N_NN आती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10552	[[यहां\N_NST]]_NP [[शोरगुल\N_NN ,\RD_PUNC प्रदूषण\N_NN और\CC_CCD इंसानी\JJ दुनिया\N_NN की\PSP]]_NP [[मारामारी\N_NN से\PSP]]_NP [[दूर\JJ दिल\N_NN को\PSP]]_NP [[सुकून\N_NN]]_NP [[देने\V_VM वाली\V_VAUX]]_VGNF [[शांति\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10553	[[चंडीगढ़\N_NNP में\PSP]]_NP [[तकनीकी\JJ विश्लेषक\N_NN के\PSP तौर\PSP पर\PSP]]_NP [[काम\N_NN]]_NP [[करने\V_VM वाली\V_VAUX]]_VGNF [[सोनल\N_NNP]]_NP [[उन\DM_DMD चंद\N_NN]]_NP [[भारतीय\JJ नागरिकों\N_NN में\PSP से\PSP]]_NP [[हैं\V_VM ,\RD_PUNC]]_VGF [[जिन्हें\PR_PRL]]_NP [[दुनिया\N_NN के\PSP]]_NP [[अन्य\DM_DMI भागीदारों\N_NN के\PSP साथ\PSP]]_NP [[इस\DM_DMD वैश्विक\JJ अभियान\N_NN में\PSP]]_NP [[शामिल\N_NN]]_NP [[होने\V_VM का\PSP]]_VGINF [[मौका\N_NN]]_NP [[मिला\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10554	[[अभियान\N_NN की\PSP]]_NP [[अगुवाई\N_NN]]_NP [[ब्रिटिश\JJ ध्रुवीय\JJ खोजकर्ता\N_NNP रॉबर्ट\N_NNP स्वान\N_NNP]]_NP [[कर\V_VM रहे\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10555	[[भारतीय\JJ दल\N_NN की\PSP]]_NP [[एक\QT_QTC और\CC_CCD सदस्य\N_NN]]_NP [[23\QT_QTC साल\N_NN की\PSP]]_NP [[अनुराग\N_NNP मालू\N_NNP ने\PSP]]_NP [[बताया\V_VM]]_VGF [[कि\CC_CCS]]_CCP [[टीम\N_NN में\PSP]]_NP [[कुल\JJ 8\QT_QTC]]_NP [[भारतीय\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10556	[[सोनल\N_NNP ने\PSP]]_NP [[कहा\V_VM]]_VGF [[कि\CC_CCS]]_CCP [[8वें\QT_QTO दिन\N_NN]]_NP [[हमारा\PR_PRP आधिकारिक\JJ ध्वज\N_NN दिवस\N_NN]]_NP [[था\V_VM ,\RD_PUNC]]_VGF [[जिसमें\DM_DMR]]_CCP [[हमें\PR_PRP]]_NP [[अपने\PR_PRF संबंधित\JJ देश\N_NN का\PSP]]_NP [[झंडा\N_NN]]_NP [[अंटार्कटिक\N_NNP में\PSP]]_NP [[फहराना\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10557	[[मालू\N_NNP ने\PSP]]_NP [[कहा\V_VM ,\RD_PUNC]]_VGNN [[`\RD_PUNC]]_BLK [[यह\DM_DMD]]_NP [[हम\PR_PRP]]_NP [[सब\DM_DMI के\PSP लिए\PSP]]_NP [[एक\QT_QTC महान\JJ दिन\N_NN]]_NP [[था\V_VM]]_VGF [[क्योंकि\CC_CCS]]_CCP [[हमने\PR_PRP]]_NP [[अपने\PR_PRF अपने\PR_PRF झंडे\N_NN]]_NP [[लहराए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10558	[[`\RD_PUNC]]_BLK [[सोनल\N_NNP ने\PSP]]_NP [[कहा\V_VM ,\RD_PUNC]]_VGNN [[`\RD_PUNC]]_BLK [[सफेद\JJ शांति\N_NN के\PSP]]_NP [[प्रतीक\N_NN के\PSP बीच\N_NST]]_NP [[हमें\PR_PRP]]_NP [[लगा\V_VM जैसे\PSP]]_VGINF [[अपनी\PR_PRF पूरी\JJ जिंदगी\N_NN]]_NP [[जी\V_VM ली\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10559	[[शून्य\QT_QTF से\PSP]]_NP [[कम\QT_QTF]]_JJP [[तापमान\V_VM में\PSP]]_VGINF [[हम\PR_PRP]]_NP [[खुले\JJ आसमान\N_NN]]_NP [[तले\N_NST]]_NP [[सोए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10560	[[तंबू\N_NN पर\PSP]]_NP [[कवर\N_NN भी\RP_RPD]]_NP [[नहीं\RP_NEG थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10561	[[हम\PR_PRP]]_NP [[खर्राटे\N_NN]]_NP [[लेते\V_VM]]_VGF [[सीलों\N_NN के\PSP साथ\PSP]]_NP [[आकाश\N_NNP गंगा\N_NNP को\PSP]]_NP [[निहार\V_VM रहे\V_VAUX थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10562	[[`\RD_PUNC]]_BLK [[आइएई\N_NNP]]_NP [[2013\QT_QTC स्वान\N_NNP के\PSP `\RD_PUNC]]_NP [[2041\QT_QTC `\RD_PUNC]]_NP [[फाउंडेशन\N_NN का\PSP]]_NP [[हिस्सा\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10563	[[पहली\QT_QTO बार\N_NN]]_NP [[2003\QT_QTC में\PSP]]_NP [[शुरू\N_NN]]_NP [[हुई\V_VM]]_VGF [[इस\DM_DMD फाउंडेशन\N_NN की\PSP]]_NP [[यात्रा\N_NN के\PSP]]_NP [[दस\QT_QTC साल\N_NN]]_NP [[पूरे\JJ]]_JJP [[होने\V_VM के\PSP]]_VGINF [[मौके\N_NN पर\PSP]]_NP [[यह\DM_DMD अभियान\N_NN]]_NP [[आयोजित\JJ]]_NP [[किया\V_VM गया\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10564	[[कस्बे\N_NNP के\PSP]]_NP [[बाईपास\JJ बस\N_NN स्टैण्ड\N_NN पर\PSP]]_NP [[रात\N_NN 12\QT_QTC बजे\N_NN]]_NP [[कुछ\QT_QTF क्षण\N_NN को\PSP]]_NP [[एक\QT_QTC बस\N_NN]]_NP [[रुकी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10565	[[उसमें\DM_DMD से\PSP]]_NP [[एक\QT_QTC लड़की\N_NN]]_NP [[उतरी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10566	[[उसने\PR_PRP]]_NP [[इधर\N_NST -\RD_PUNC उधर\N_NST]]_NP [[नजरें\N_NN]]_NP [[दौड़ाईं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10567	[[सामने\N_NST]]_NP [[एक\QT_QTC थ्री\QT_QTC व्हीलर\N_NN]]_NP [[देखकर\V_VM]]_VGF [[उसके\PR_PRP चेहरे\N_NN पर\PSP]]_NP [[थोड़ी\QT_QTF देर\N_NN के\PSP लिए\PSP]]_NP [[चमक\N_NN]]_NP [[आई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10568	[[‘\RD_PUNC]]_BLK [[बहरानपुर\N_NNP चलोगे\N_NNP]]_NP [[?\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK 
HED10569	[[‘\RD_PUNC]]_BLK [[हां\RP_INJ ,\RD_PUNC]]_NP [[किराया\N_NN 100\QT_QTC रुपया\N_NN]]_NP [[होगा।\V_VM]]_VGF [[’\RD_PUNC]]_BLK 
HED10570	[[‘\RD_PUNC]]_NP [[ठीक\JJ]]_JJP [[है\V_VM चलो\V_VM]]_VGF [[।\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK 
HED10571	[[लड़की\N_NN ने\PSP]]_NP [[कह\V_VM तो\RP_RPD दिया\V_VAUX ,\RD_PUNC]]_VGF [[लेकिन\CC_CCD]]_CCP [[आधी\JJ रात\N_NN]]_NP [[3\QT_QTC किमी\N_NN]]_NP [[एक\QT_QTC अजनबी\N_NN के\PSP साथ\PSP]]_NP [[जाना\V_VM]]_VGF [[नारी\N_NN]]_NP [[सुलभ\JJ डर\N_NN]]_NP [[उसकी\DM_DMD आंखों\N_NN में\PSP]]_NP [[उतर\V_VM आया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10572	[[लेकिन\CC_CCD]]_CCP [[पिता\N_NN की\PSP]]_NP [[चिंताजनक\JJ बीमारी\N_NN की\PSP]]_NP [[खबर\N_NN के\PSP आगे\N_NST]]_NP [[ड्राइवर\N_NN का\PSP]]_NP [[खौफ\N_NN]]_NP [[दब\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10573	[[थ्री\QT_QTC व्हीलर\N_NN]]_NP [[स्टार्ट\N_NN]]_NP [[हो\V_VM चुका\V_VAUX था\V_VAUX ,\RD_PUNC]]_VGF [[तभी\DM_DMD]]_NP [[लड़की\N_NN ने\PSP]]_NP [[देखा\V_VM]]_VGF [[ड्राइवर\N_NN ने\PSP]]_NP [[सामने\N_NST]]_NP [[रखे\V_VM]]_VGF [[एक\QT_QTC लिफाफे\N_NN को\PSP]]_NP [[उठाया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10574	[[उसमें\DM_DMD]]_NP [[रखी\V_VM]]_VGF [[तीन\QT_QTC तसवीरों\N_NN को\PSP]]_NP [[गौर\N_NN से\PSP]]_NP [[देखा\V_VM]]_VGF [[और\CC_CCD]]_CCP [[लिफाफा\N_NN वापस\N_NN]]_NP [[रख\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10575	[[लड़की\N_NN ने\PSP]]_NP [[न\RP_NEG चाहते\V_VM हुए\V_VM]]_VGF [[भी\RP_RPD]]_CCP [[तस्वीरों\N_NN के\PSP]]_NP [[विषय\N_NN में\PSP]]_NP [[पूछ\V_VM लिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10576	[[‘\RD_PUNC]]_BLK [[ये\DM_DMD तसवीरें\N_NN]]_NP [[मेरी\PR_PRP मां\N_NN ,\RD_PUNC बेटी\N_NN व\CC_CCD बहन\N_NN की\PSP]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10577	[[दिल्ली\N_NNP की\PSP]]_NP [[घटना\N_NN के\PSP बाद\N_NST]]_NP [[मैं\PR_PRP]]_NP [[इन्हें\DM_DMD]]_NP [[अपने\PR_PRF पास\N_NST]]_NP [[रखने\V_VM लगा\V_VAUX हूं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10578	[[जब\CC_CCS भी\RP_RPD]]_CCP [[कोई\DM_DMI महिला\N_NN]]_NP [[मेरी\PR_PRP गाड़ी\N_NN में\PSP]]_NP [[बैठती\V_VM है\V_VAUX ,\RD_PUNC]]_VGF [[मैं\PR_PRP]]_NP [[इन्हें\DM_DMD]]_NP [[देख\V_VM लेता\V_VAUX हूं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10579	[[कोई\DM_DMI भी\RP_RPD]]_NP [[गलत\JJ ख्याल\N_NN दिल\N_NN में\PSP]]_NP [[आने\V_VM से\PSP]]_VGINF [[पूर्व\N_NST ही\RP_RPD]]_NP [[यह\DM_DMD एहसास\N_NN]]_NP [[काफी\QT_QTF]]_JJP [[होता\V_VM है\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[मेरे\PR_PRP]]_NP [[घर\N_NN में\PSP भी\RP_RPD]]_NP [[एक\QT_QTC मां\N_NN ,\RD_PUNC बहन\N_NN व\CC_CCD बेटी\N_NN]]_NP [[है।\V_VM]]_VGF [[’\RD_PUNC]]_BLK 
HED10580	[[लड़की\N_NN]]_NP [[अब\N_NST]]_NP [[निश्चिंत\JJ]]_JJP [[थी\V_VM]]_VGF [[और\CC_CCD]]_CCP [[सोच\V_VM रही\V_VAUX थी\V_VAUX ,\RD_PUNC]]_VGF [[काश\RB !\RD_PUNC]]_CCP [[हर\DM_DMI पुरुष\JJ]]_NP [[अपने\PR_PRF पर्स\N_NN में\PSP]]_NP [[इन\DM_DMD तसवीरों\N_NN को\PSP]]_NP [[रखे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10581	[[एक\QT_QTC गांव\N_NN में\PSP]]_NP [[एक\QT_QTC वृद्ध\N_NN]]_NP [[रहता\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10582	[[उसकी\PR_PRP उम्र\N_NN]]_NP [[अस्सी\QT_QTC पार\N_NN]]_NP [[कर\V_VM चुकी\V_VAUX थी\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[वह\PR_PRP]]_NP [[कृशकाय\JJ]]_JJP [[था\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10583	[[उसका\PR_PRP गांव\N_NN]]_NP [[हरे\JJ -\RD_PUNC भरे\JJ खेतों\N_NN से\PSP]]_NP [[भरपूर\JJ]]_JJP [[था\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10584	[[वह\PR_PRP]]_NP [[प्रतिदिन\N_NN गांव\N_NN से\PSP]]_NP [[पांच\QT_QTC मील\N_NN]]_NP [[दूर\JJ]]_NP [[उस\DM_DMD उजाड़\JJ वन\N_NN में\PSP]]_NP [[जाता\V_VM ,\RD_PUNC]]_VGF [[जो\DM_DMR]]_NP [[उसके\PR_PRP गांव\N_NN को\PSP]]_NP [[पास\N_NST वाले\PSP]]_NP [[गांव\N_NN से\PSP]]_NP [[जोड़ता\V_VM था\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[दोनों\QT_QTO गांवों\N_NN के\PSP]]_NP [[लोग\N_NN]]_NP [[इस\DM_DMD मार्ग\N_NN से\PSP]]_NP [[आते\V_VM -\RD_PUNC जाते\V_VM थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10585	[[इस\DM_DMD वन\N_NN के\PSP]]_NP [[अधिकांश\QT_QTF पेड़\N_NN -\RD_PUNC पौधे\N_NN सूख\N_NN]]_NP [[चुके\V_VAUX थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10586	[[वृद्ध\JJ]]_NP [[वन\V_VM में\PSP]]_VGINF [[बने\V_VM]]_VGF [[एक\QT_QTC नाले\N_NN से\PSP]]_NP [[पानी\N_NN]]_NP [[ला\V_VM -\RD_PUNC लाकर\V_VAUX]]_VGF [[उन\DM_DMD पेड़\N_NN -\RD_PUNC पौधों\N_NN को\PSP]]_NP [[रोज\RB सींचता\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10587	[[एक\QT_QTC दिन\N_NN जब\CC_CCS नाले\N_NN का\PSP]]_NP [[पानी\N_NN]]_NP [[सूख\V_VM गया\V_VAUX ,\RD_PUNC]]_VGF [[तो\CC_CCS]]_CCP [[वह\DM_DMD]]_NP [[कुछ\QT_QTF दूर\N_NN]]_NP [[स्थित\JJ]]_NP [[एक\QT_QTC किसान\N_NN के\PSP]]_NP [[खेत\N_NN पर\PSP]]_NP [[गया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10588	[[किसान\N_NN खेत\N_NN पर\PSP]]_NP [[बनी\V_VM]]_VGF [[झोपड़ी\N_NN में\PSP]]_NP [[बैठा\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10589	[[उसने\PR_PRP वृद्ध\N_NN से\PSP]]_NP [[पूछा\V_VM -\RD_PUNC ‘\RD_PUNC]]_VGINF [[क्या\PR_PRQ]]_NP [[चाहिए\V_VM]]_VGF [[बाबा\N_NN]]_NP [[?\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK 
HED10590	[[वृद्ध\N_NN]]_NP [[बोला\V_VM -\RD_PUNC]]_VGF [[‘\RD_PUNC]]_BLK [[मुझे\PR_PRP]]_NP [[चार\QT_QTC -\RD_PUNC पांच\QT_QTC घड़े\N_NN पानी\N_NN]]_NP [[चाहिए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10591	[[वन\N_NN के\PSP]]_NP [[सूखे\JJ पेड़\N_NN -\RD_PUNC पौधों\N_NN को\PSP]]_NP [[सींचना\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
